timestamp,symbol,whale_transfers,large_tx_count,exchange_flows,active_addresses
1753723871213,"DOT",5,25,102,5120
1753720271213,"DOT",5,29,119,5977
1753716671213,"DOT",5,25,103,5199
1753713071213,"DOT",3,19,76,3823
1753709471213,"DOT",5,29,117,5853
1753705871213,"DOT",5,28,113,5673
1753702271213,"DOT",4,23,94,4747
1753698671213,"DOT",5,26,105,5264
1753695071213,"DOT",5,29,119,5957
1753691471213,"DOT",4,24,97,4858
1753687871213,"DOT",5,28,115,5797
1753684271213,"DOT",5,29,118,5915
1753680671213,"DOT",4,24,98,4921
1753677071213,"DOT",3,18,75,3787
1753673471213,"DOT",5,28,115,5772
1753669871213,"DOT",4,22,88,4439
1753666271213,"DOT",4,20,82,4119
1753662671213,"DOT",4,24,99,4987
1753659071213,"DOT",4,21,86,4323
1753655471213,"DOT",4,23,95,4799
1753651871213,"DOT",5,29,118,5919
1753648271213,"DOT",5,29,117,5857
1753644671213,"DOT",4,22,88,4401
1753641071213,"DOT",4,22,90,4540
1753637471213,"DOT",4,23,92,4646
1753633871213,"DOT",5,29,116,5824
1753630271213,"DOT",5,29,116,5800
1753626671213,"DOT",4,24,98,4900
1753623071213,"DOT",6,30,123,6188
1753619471213,"DOT",4,22,89,4475
1753615871213,"DOT",5,28,112,5602
1753612271213,"DOT",5,25,102,5144
1753608671213,"DOT",6,30,123,6177
1753605071213,"DOT",4,24,97,4875
1753601471213,"DOT",5,25,100,5007
1753597871213,"DOT",4,22,89,4486
1753594271213,"DOT",5,28,115,5798
1753590671213,"DOT",5,25,100,5014
1753587071213,"DOT",6,30,122,6101
1753583471213,"DOT",5,28,115,5757
1753579871213,"DOT",4,24,96,4849
1753576271213,"DOT",5,26,107,5384
1753572671213,"DOT",3,19,79,3976
1753569071213,"DOT",5,26,104,5232
1753565471213,"DOT",5,27,110,5547
1753561871213,"DOT",4,23,95,4753
1753558271213,"DOT",5,29,118,5942
1753554671213,"DOT",5,28,113,5693
1753551071213,"DOT",4,20,83,4187
1753547471213,"DOT",4,22,89,4473
1753543871213,"DOT",4,24,96,4833
1753540271213,"DOT",4,24,98,4933
1753536671213,"DOT",4,20,83,4168
1753533071213,"DOT",4,20,82,4102
1753529471213,"DOT",4,22,89,4471
1753525871213,"DOT",3,19,77,3899
1753522271213,"DOT",3,19,77,3866
1753518671213,"DOT",6,30,123,6191
1753515071213,"DOT",5,27,108,5427
1753511471213,"DOT",5,25,100,5046
1753507871213,"DOT",3,18,75,3769
1753504271213,"DOT",4,23,94,4743
1753500671213,"DOT",4,22,90,4501
1753497071213,"DOT",4,20,83,4181
1753493471213,"DOT",4,20,81,4091
1753489871213,"DOT",4,22,90,4522
1753486271213,"DOT",4,20,80,4016
1753482671213,"DOT",4,24,97,4892
1753479071213,"DOT",5,26,107,5379
1753475471213,"DOT",5,26,104,5247
1753471871213,"DOT",5,26,105,5260
1753468271213,"DOT",4,24,99,4954
1753464671213,"DOT",5,26,104,5239
1753461071213,"DOT",4,24,97,4867
1753457471213,"DOT",5,25,103,5180
1753453871213,"DOT",4,23,95,4754
1753450271213,"DOT",5,25,100,5027
1753446671213,"DOT",4,20,81,4073
1753443071213,"DOT",4,24,97,4863
1753439471213,"DOT",5,26,107,5387
1753435871213,"DOT",5,27,111,5596
1753432271213,"DOT",5,29,119,5959
1753428671213,"DOT",4,21,84,4226
1753425071213,"DOT",5,26,104,5248
1753421471213,"DOT",4,22,90,4517
1753417871213,"DOT",3,19,76,3823
1753414271213,"DOT",6,30,121,6082
1753410671213,"DOT",4,23,92,4606
1753407071213,"DOT",4,22,89,4499
1753403471213,"DOT",5,26,106,5333
1753399871213,"DOT",5,28,114,5707
1753396271213,"DOT",4,20,83,4165
1753392671213,"DOT",3,18,75,3750
1753389071213,"DOT",5,29,117,5878
1753385471213,"DOT",4,24,98,4940
1753381871213,"DOT",3,18,75,3771
1753378271213,"DOT",4,22,89,4455
1753374671213,"DOT",5,25,101,5086
1753371071213,"DOT",3,18,75,3793
1753367471213,"DOT",4,24,99,4963
1753363871213,"DOT",4,23,94,4733
1753360271213,"DOT",4,20,81,4093
1753356671213,"DOT",5,28,115,5794
1753353071213,"DOT",3,19,77,3889
1753349471213,"DOT",4,22,88,4436
1753345871213,"DOT",5,26,105,5258
1753342271213,"DOT",5,25,101,5060
1753338671213,"DOT",5,25,101,5056
1753335071213,"DOT",5,28,115,5759
1753331471213,"DOT",5,26,105,5272
1753327871213,"DOT",4,21,86,4347
1753324271213,"DOT",5,26,105,5260
1753320671213,"DOT",4,24,98,4901
1753317071213,"DOT",5,27,108,5435
1753313471213,"DOT",5,27,111,5572
1753309871213,"DOT",5,28,113,5669
1753306271213,"DOT",5,29,119,5966
1753302671213,"DOT",5,26,104,5249
1753299071213,"DOT",4,21,86,4324
1753295471213,"DOT",3,18,75,3789
1753291871213,"DOT",3,19,78,3933
1753288271213,"DOT",4,22,88,4448
1753284671213,"DOT",4,23,95,4756
1753281071213,"DOT",4,20,82,4104
1753277471213,"DOT",5,26,104,5212
1753273871213,"DOT",3,18,75,3785
1753270271213,"DOT",5,28,114,5720
1753266671213,"DOT",3,19,78,3936
1753263071213,"DOT",4,22,90,4516
1753259471213,"DOT",5,29,118,5930
1753255871213,"DOT",3,19,79,3952
1753252271213,"DOT",5,27,110,5523
1753248671213,"DOT",5,27,108,5415
1753245071213,"DOT",4,21,87,4361
1753241471213,"DOT",4,24,96,4803
1753237871213,"DOT",4,20,81,4071
1753234271213,"DOT",5,29,117,5872
1753230671213,"DOT",4,24,99,4981
1753227071213,"DOT",5,28,113,5687
1753223471213,"DOT",5,25,101,5077
1753219871213,"DOT",4,20,82,4146
1753216271213,"DOT",6,30,120,6032
1753212671213,"DOT",4,24,96,4822
1753209071213,"DOT",4,22,91,4560
1753205471213,"DOT",5,26,107,5388
1753201871213,"DOT",5,29,117,5894
1753198271213,"DOT",4,20,81,4059
1753194671213,"DOT",4,24,96,4812
1753191071213,"DOT",4,24,98,4900
1753187471213,"DOT",5,25,103,5171
1753183871213,"DOT",5,27,108,5415
1753180271213,"DOT",6,31,124,6233
1753176671213,"DOT",4,22,91,4587
1753173071213,"DOT",5,26,106,5308
1753169471213,"DOT",4,24,99,4992
1753165871213,"DOT",5,26,105,5295
1753162271213,"DOT",4,23,93,4679
1753158671213,"DOT",4,20,81,4098
1753155071213,"DOT",5,27,108,5406
1753151471213,"DOT",5,29,116,5825
1753147871213,"DOT",3,19,77,3852
1753144271213,"DOT",4,22,89,4488
1753140671213,"DOT",5,28,112,5645
1753137071213,"DOT",5,26,107,5397
1753133471213,"DOT",4,21,86,4328
1753129871213,"DOT",5,29,119,5981
1753126271213,"DOT",5,29,119,5963
1753122671213,"DOT",4,24,98,4902
1753119071213,"DOT",5,29,119,5973
1753115471213,"DOT",4,20,82,4113
1753111871213,"DOT",5,28,114,5730
1753108271213,"DOT",4,24,96,4812
1753104671213,"DOT",3,18,75,3795
1753101071213,"DOT",4,23,94,4736
1753097471213,"DOT",5,25,102,5126
1753093871213,"DOT",5,25,101,5068
1753090271213,"DOT",3,19,76,3810
1753086671213,"DOT",4,23,93,4654
1753083071213,"DOT",5,27,111,5574
1753079471213,"DOT",4,22,91,4576
1753075871213,"DOT",5,26,106,5310
1753072271213,"DOT",3,19,78,3949
1753068671213,"DOT",5,28,115,5778
1753065071213,"DOT",4,20,80,4009
1753061471213,"DOT",5,25,102,5129
1753057871213,"DOT",4,21,84,4228
1753054271213,"DOT",4,22,89,4489
1753050671213,"DOT",4,20,83,4168
1753047071213,"DOT",5,25,102,5106
1753043471213,"DOT",5,27,111,5558
1753039871213,"DOT",5,27,108,5443
1753036271213,"DOT",4,23,92,4611
1753032671213,"DOT",4,20,80,4021
1753029071213,"DOT",3,19,78,3923
1753025471213,"DOT",5,29,119,5952
1753021871213,"DOT",5,28,115,5764
1753018271213,"DOT",4,24,98,4941
1753014671213,"DOT",4,23,92,4626
1753011071213,"DOT",4,22,88,4436
1753007471213,"DOT",3,19,77,3872
1753003871213,"DOT",4,22,90,4546
1753000271213,"DOT",3,19,77,3873
1752996671213,"DOT",5,25,102,5105
1752993071213,"DOT",5,28,114,5705
1752989471213,"DOT",5,27,108,5420
1752985871213,"DOT",4,20,81,4082
1752982271213,"DOT",4,21,85,4264
1752978671213,"DOT",3,19,79,3957
1752975071213,"DOT",5,28,114,5720
1752971471213,"DOT",5,29,116,5810
1752967871213,"DOT",5,26,106,5314
1752964271213,"DOT",5,26,104,5238
1752960671213,"DOT",4,22,88,4410
1752957071213,"DOT",4,20,82,4111
1752953471213,"DOT",3,19,76,3803
1752949871213,"DOT",4,24,99,4978
1752946271213,"DOT",6,31,124,6239
1752942671213,"DOT",5,25,103,5181
1752939071213,"DOT",4,21,87,4399
1752935471213,"DOT",4,21,85,4277
1752931871213,"DOT",4,21,85,4252
1752928271213,"DOT",4,21,87,4393
1752924671213,"DOT",4,21,85,4250
1752921071213,"DOT",3,18,75,3769
1752917471213,"DOT",4,21,86,4324
1752913871213,"DOT",6,30,120,6045
1752910271213,"DOT",4,23,94,4741
1752906671213,"DOT",4,21,86,4301
1752903071213,"DOT",3,19,76,3828
1752899471213,"DOT",4,24,97,4865
1752895871213,"DOT",5,25,102,5122
1752892271213,"DOT",5,28,115,5797
1752888671213,"DOT",5,25,100,5017
1752885071213,"DOT",4,20,81,4051
1752881471213,"DOT",4,20,80,4036
1752877871213,"DOT",5,27,111,5573
1752874271213,"DOT",4,24,97,4892
1752870671213,"DOT",3,19,76,3813
1752867071213,"DOT",4,22,90,4528
1752863471213,"DOT",6,30,122,6130
1752859871213,"DOT",4,22,90,4534
1752856271213,"DOT",6,30,123,6157
1752852671213,"DOT",5,28,114,5734
1752849071213,"DOT",4,23,92,4600
1752845471213,"DOT",4,21,84,4230
1752841871213,"DOT",4,20,80,4045
1752838271213,"DOT",6,30,122,6110
1752834671213,"DOT",4,20,81,4064
1752831071213,"DOT",5,26,107,5369
1752827471213,"DOT",4,23,92,4634
1752823871213,"DOT",4,21,86,4301
1752820271213,"DOT",5,29,119,5955
1752816671213,"DOT",4,23,95,4784
1752813071213,"DOT",6,30,123,6181
1752809471213,"DOT",4,24,96,4821
1752805871213,"DOT",5,25,102,5123
1752802271213,"DOT",5,27,111,5553
1752798671213,"DOT",4,22,88,4445
1752795071213,"DOT",4,21,86,4335
1752791471213,"DOT",5,29,119,5975
1752787871213,"DOT",3,19,76,3845
1752784271213,"DOT",6,31,124,6227
1752780671213,"DOT",4,22,88,4437
1752777071213,"DOT",4,23,92,4626
1752773471213,"DOT",5,28,112,5639
1752769871213,"DOT",5,29,119,5993
1752766271213,"DOT",3,19,79,3958
1752762671213,"DOT",5,29,118,5915
1752759071213,"DOT",5,27,108,5424
1752755471213,"DOT",5,25,100,5034
1752751871213,"DOT",4,23,92,4603
1752748271213,"DOT",5,29,117,5897
1752744671213,"DOT",4,20,82,4132
1752741071213,"DOT",4,21,87,4394
1752737471213,"DOT",4,20,83,4194
1752733871213,"DOT",4,23,92,4649
1752730271213,"DOT",5,27,108,5441
1752726671213,"DOT",4,23,95,4793
1752723071213,"DOT",4,23,94,4714
1752719471213,"DOT",4,21,85,4280
1752715871213,"DOT",5,27,111,5584
1752712271213,"DOT",5,28,112,5617
1752708671213,"DOT",5,28,113,5698
1752705071213,"DOT",5,29,118,5911
1752701471213,"DOT",5,29,119,5964
1752697871213,"DOT",5,25,100,5001
1752694271213,"DOT",3,19,77,3853
1752690671213,"DOT",4,22,91,4553
1752687071213,"DOT",4,24,99,4979
1752683471213,"DOT",6,31,124,6206
1752679871213,"DOT",4,21,85,4282
1752676271213,"DOT",5,27,110,5542
1752672671213,"DOT",5,25,101,5098
1752669071213,"DOT",5,27,109,5459
1752665471213,"DOT",4,22,90,4535
1752661871213,"DOT",3,18,75,3766
1752658271213,"DOT",5,27,108,5427
1752654671213,"DOT",4,22,91,4598
1752651071213,"DOT",5,26,104,5209
1752647471213,"DOT",5,29,116,5832
1752643871213,"DOT",4,21,86,4325
1752640271213,"DOT",5,26,104,5202
1752636671213,"DOT",6,30,120,6003
1752633071213,"DOT",4,22,90,4520
1752629471213,"DOT",4,24,99,4973
1752625871213,"DOT",6,31,124,6211
1752622271213,"DOT",4,20,82,4105
1752618671213,"DOT",6,30,120,6045
1752615071213,"DOT",5,26,107,5380
1752611471213,"DOT",6,30,122,6135
1752607871213,"DOT",3,19,78,3916
1752604271213,"DOT",4,21,85,4284
1752600671213,"DOT",5,26,106,5319
1752597071213,"DOT",5,26,104,5247
1752593471213,"DOT",5,27,108,5420
1752589871213,"DOT",5,29,119,5953
1752586271213,"DOT",6,30,120,6005
1752582671213,"DOT",6,31,124,6226
1752579071213,"DOT",3,19,77,3889
1752575471213,"DOT",5,29,118,5944
1752571871213,"DOT",5,25,102,5104
1752568271213,"DOT",5,28,114,5706
1752564671213,"DOT",4,24,98,4902
1752561071213,"DOT",4,22,88,4448
1752557471213,"DOT",5,26,107,5357
1752553871213,"DOT",3,18,75,3774
1752550271213,"DOT",6,30,120,6047
1752546671213,"DOT",5,25,100,5047
1752543071213,"DOT",3,18,75,3776
1752539471213,"DOT",4,23,94,4741
1752535871213,"DOT",5,29,117,5862
1752532271213,"DOT",4,23,94,4707
1752528671213,"DOT",3,19,79,3977
1752525071213,"DOT",4,21,87,4364
1752521471213,"DOT",5,25,102,5122
1752517871213,"DOT",4,23,94,4715
1752514271213,"DOT",3,19,79,3981
1752510671213,"DOT",5,26,107,5385
1752507071213,"DOT",5,29,116,5818
1752503471213,"DOT",5,26,105,5293
1752499871213,"DOT",5,26,104,5223
1752496271213,"DOT",5,25,100,5012
1752492671213,"DOT",5,28,112,5605
1752489071213,"DOT",5,26,104,5230
1752485471213,"DOT",5,26,104,5234
1752481871213,"DOT",4,23,92,4634
1752478271213,"DOT",4,23,92,4627
1752474671213,"DOT",5,27,108,5403
1752471071213,"DOT",5,27,109,5450
1752467471213,"DOT",5,25,103,5197
1752463871213,"DOT",4,21,84,4246
1752460271213,"DOT",3,19,76,3802
1752456671213,"DOT",4,20,81,4055
1752453071213,"DOT",5,28,115,5778
1752449471213,"DOT",6,30,123,6194
1752445871213,"DOT",4,20,83,4155
1752442271213,"DOT",5,25,103,5159
1752438671213,"DOT",4,21,87,4384
1752435071213,"DOT",5,27,109,5466
1752431471213,"DOT",4,22,89,4480
1752427871213,"DOT",4,22,91,4578
1752424271213,"DOT",5,29,116,5809
1752420671213,"DOT",4,24,96,4811
1752417071213,"DOT",4,24,97,4899
1752413471213,"DOT",5,25,103,5160
1752409871213,"DOT",4,23,92,4643
1752406271213,"DOT",4,21,87,4383
1752402671213,"DOT",4,22,89,4470
1752399071213,"DOT",4,24,99,4978
1752395471213,"DOT",3,19,79,3985
1752391871213,"DOT",5,29,119,5978
1752388271213,"DOT",5,28,115,5762
1752384671213,"DOT",5,29,117,5869
1752381071213,"DOT",5,28,112,5614
1752377471213,"DOT",5,27,110,5532
1752373871213,"DOT",4,20,80,4042
1752370271213,"DOT",4,23,92,4606
1752366671213,"DOT",3,18,75,3759
1752363071213,"DOT",4,21,85,4256
1752359471213,"DOT",4,24,98,4912
1752355871213,"DOT",4,20,83,4160
1752352271213,"DOT",6,31,124,6232
1752348671213,"DOT",5,29,119,5987
1752345071213,"DOT",5,28,113,5685
1752341471213,"DOT",4,21,86,4319
1752337871213,"DOT",5,27,108,5426
1752334271213,"DOT",4,20,83,4156
1752330671213,"DOT",4,24,99,4976
1752327071213,"DOT",4,24,96,4819
1752323471213,"DOT",4,21,87,4359
1752319871213,"DOT",5,27,110,5547
1752316271213,"DOT",4,23,92,4645
1752312671213,"DOT",4,24,97,4884
1752309071213,"DOT",4,24,97,4866
1752305471213,"DOT",4,20,81,4079
1752301871213,"DOT",3,19,78,3947
1752298271213,"DOT",5,28,113,5682
1752294671213,"DOT",4,20,80,4003
1752291071213,"DOT",4,22,90,4540
1752287471213,"DOT",5,26,104,5203
1752283871213,"DOT",4,23,93,4675
1752280271213,"DOT",4,22,91,4569
1752276671213,"DOT",5,28,115,5773
1752273071213,"DOT",5,28,113,5683
1752269471213,"DOT",6,31,124,6245
1752265871213,"DOT",5,25,103,5154
1752262271213,"DOT",4,21,85,4296
1752258671213,"DOT",6,30,121,6083
1752255071213,"DOT",4,21,85,4296
1752251471213,"DOT",6,30,123,6174
1752247871213,"DOT",5,28,113,5671
1752244271213,"DOT",5,25,101,5055
1752240671213,"DOT",4,24,99,4987
1752237071213,"DOT",3,18,75,3756
1752233471213,"DOT",4,21,85,4256
1752229871213,"DOT",4,23,95,4770
1752226271213,"DOT",3,19,77,3853
1752222671213,"DOT",4,24,97,4874
1752219071213,"DOT",6,30,123,6152
1752215471213,"DOT",3,18,75,3791
1752211871213,"DOT",5,26,105,5282
1752208271213,"DOT",5,29,117,5874
1752204671213,"DOT",5,25,100,5023
1752201071213,"DOT",3,18,75,3795
1752197471213,"DOT",3,19,78,3926
1752193871213,"DOT",3,19,76,3836
1752190271213,"DOT",5,28,112,5619
1752186671213,"DOT",3,18,75,3770
1752183071213,"DOT",6,31,124,6214
1752179471213,"DOT",5,27,110,5537
1752175871213,"DOT",6,30,121,6082
1752172271213,"DOT",5,29,118,5908
1752168671213,"DOT",5,27,110,5508
1752165071213,"DOT",4,22,89,4465
1752161471213,"DOT",5,26,107,5360
1752157871213,"DOT",4,23,94,4744
1752154271213,"DOT",3,19,78,3949
1752150671213,"DOT",4,24,99,4984
1752147071213,"DOT",4,21,87,4388
1752143471213,"DOT",4,24,98,4939
1752139871213,"DOT",5,25,102,5138
1752136271213,"DOT",5,28,115,5770
1752132671213,"DOT",5,26,104,5233
1752129071213,"DOT",5,27,109,5451
1752125471213,"DOT",3,19,77,3867
1752121871213,"DOT",5,29,117,5893
1752118271213,"DOT",5,26,104,5200
1752114671213,"DOT",4,24,96,4844
1752111071213,"DOT",4,20,82,4108
1752107471213,"DOT",4,21,86,4302
1752103871213,"DOT",5,26,105,5289
1752100271213,"DOT",5,26,106,5316
1752096671213,"DOT",5,28,115,5753
1752093071213,"DOT",5,27,110,5532
1752089471213,"DOT",4,20,83,4168
