timestamp,symbol,whale_transfers,large_tx_count,exchange_flows,active_addresses
1753925471213,"BTC",9,49,196,9838
1753921871213,"BTC",10,51,205,10270
1753918271213,"BTC",8,44,177,8873
1753914671213,"BTC",8,42,169,8466
1753911071213,"BTC",10,52,210,10531
1753907471213,"BTC",10,54,219,10963
1753903871213,"BTC",10,50,201,10074
1753900271213,"BTC",10,54,216,10830
1753896671213,"BTC",11,55,221,11087
1753893071213,"BTC",9,47,189,9491
1753889471213,"BTC",11,56,225,11263
1753885871213,"BTC",8,40,160,8023
1753882271213,"BTC",9,45,180,9014
1753878671213,"BTC",7,39,158,7902
1753875071213,"BTC",8,44,177,8877
1753871471213,"BTC",9,49,199,9976
1753867871213,"BTC",9,49,197,9892
1753864271213,"BTC",12,60,240,12031
1753860671213,"BTC",8,41,164,8203
1753857071213,"BTC",10,53,212,10608
1753853471213,"BTC",7,38,152,7631
1753849871213,"BTC",10,52,208,10447
1753846271213,"BTC",11,58,232,11639
1753842671213,"BTC",10,54,219,10975
1753839071213,"BTC",9,45,183,9156
1753835471213,"BTC",11,59,236,11819
1753831871213,"BTC",9,46,187,9386
1753828271213,"BTC",7,39,157,7856
1753824671213,"BTC",12,61,246,12314
1753821071213,"BTC",7,38,152,7640
1753817471213,"BTC",11,58,235,11768
1753813871213,"BTC",11,55,220,11029
1753810271213,"BTC",12,62,249,12486
1753806671213,"BTC",11,56,224,11209
1753803071213,"BTC",7,39,157,7866
1753799471213,"BTC",7,38,155,7776
1753795871213,"BTC",10,54,219,10968
1753792271213,"BTC",10,51,207,10394
1753788671213,"BTC",9,47,191,9572
1753785071213,"BTC",7,39,159,7996
1753781471213,"BTC",8,41,164,8247
1753777871213,"BTC",9,45,183,9182
1753774271213,"BTC",11,59,238,11924
1753770671213,"BTC",10,54,219,10981
1753767071213,"BTC",11,56,227,11372
1753763471213,"BTC",9,45,183,9161
1753759871213,"BTC",9,48,194,9705
1753756271213,"BTC",10,50,202,10111
1753752671213,"BTC",8,40,163,8173
1753749071213,"BTC",12,60,243,12151
1753745471213,"BTC",12,61,246,12316
1753741871213,"BTC",12,61,244,12233
1753738271213,"BTC",7,37,150,7529
1753734671213,"BTC",11,59,239,11989
1753731071213,"BTC",9,46,186,9326
1753727471213,"BTC",9,46,185,9277
1753723871213,"BTC",9,49,199,9965
1753720271213,"BTC",9,49,199,9955
1753716671213,"BTC",11,58,235,11764
1753713071213,"BTC",11,59,239,11973
1753709471213,"BTC",9,46,186,9329
1753705871213,"BTC",11,55,220,11029
1753702271213,"BTC",7,39,157,7889
1753698671213,"BTC",9,49,197,9879
1753695071213,"BTC",10,53,213,10673
1753691471213,"BTC",7,39,157,7891
1753687871213,"BTC",11,56,225,11281
1753684271213,"BTC",8,40,160,8036
1753680671213,"BTC",10,52,211,10554
1753677071213,"BTC",9,47,188,9418
1753673471213,"BTC",9,47,190,9505
1753669871213,"BTC",9,48,192,9630
1753666271213,"BTC",9,45,180,9018
1753662671213,"BTC",12,60,243,12177
1753659071213,"BTC",10,51,205,10286
1753655471213,"BTC",8,44,176,8813
1753651871213,"BTC",10,53,215,10771
1753648271213,"BTC",8,41,166,8342
1753644671213,"BTC",8,40,160,8011
1753641071213,"BTC",7,38,154,7708
1753637471213,"BTC",8,40,160,8044
1753633871213,"BTC",7,38,152,7636
1753630271213,"BTC",10,54,216,10829
1753626671213,"BTC",11,59,236,11831
1753623071213,"BTC",11,59,237,11891
1753619471213,"BTC",9,48,194,9736
1753615871213,"BTC",8,41,164,8209
1753612271213,"BTC",9,49,198,9911
1753608671213,"BTC",8,40,160,8036
1753605071213,"BTC",7,39,157,7878
1753601471213,"BTC",10,50,200,10047
1753597871213,"BTC",10,51,204,10245
1753594271213,"BTC",10,51,207,10351
1753590671213,"BTC",10,52,208,10439
1753587071213,"BTC",9,49,198,9934
1753583471213,"BTC",11,56,225,11272
1753579871213,"BTC",10,51,206,10312
1753576271213,"BTC",8,44,176,8847
1753572671213,"BTC",9,45,180,9034
1753569071213,"BTC",7,39,159,7999
1753565471213,"BTC",8,42,170,8517
1753561871213,"BTC",12,62,248,12422
1753558271213,"BTC",8,42,171,8572
1753554671213,"BTC",11,59,239,11957
1753551071213,"BTC",7,38,155,7769
1753547471213,"BTC",9,45,183,9173
1753543871213,"BTC",9,46,187,9381
1753540271213,"BTC",12,60,243,12175
1753536671213,"BTC",9,48,193,9659
1753533071213,"BTC",10,54,218,10943
1753529471213,"BTC",8,43,174,8703
1753525871213,"BTC",7,38,155,7792
1753522271213,"BTC",10,54,218,10908
1753518671213,"BTC",8,43,175,8774
1753515071213,"BTC",9,45,182,9105
1753511471213,"BTC",12,61,245,12292
1753507871213,"BTC",10,50,203,10198
1753504271213,"BTC",11,58,233,11669
1753500671213,"BTC",11,56,224,11245
1753497071213,"BTC",8,44,177,8870
1753493471213,"BTC",10,54,216,10800
1753489871213,"BTC",10,53,213,10662
1753486271213,"BTC",9,46,187,9357
1753482671213,"BTC",10,51,204,10238
1753479071213,"BTC",8,41,166,8342
1753475471213,"BTC",9,46,186,9301
1753471871213,"BTC",10,51,204,10239
1753468271213,"BTC",12,60,240,12008
1753464671213,"BTC",11,58,233,11680
1753461071213,"BTC",9,48,193,9698
1753457471213,"BTC",7,39,157,7857
1753453871213,"BTC",11,59,239,11963
1753450271213,"BTC",7,38,152,7607
1753446671213,"BTC",10,51,205,10279
1753443071213,"BTC",10,53,213,10699
1753439471213,"BTC",8,40,161,8097
1753435871213,"BTC",11,58,233,11682
1753432271213,"BTC",11,57,231,11583
1753428671213,"BTC",8,42,170,8539
1753425071213,"BTC",8,44,176,8812
1753421471213,"BTC",11,56,226,11312
1753417871213,"BTC",7,38,154,7737
1753414271213,"BTC",9,45,180,9017
1753410671213,"BTC",11,55,223,11170
1753407071213,"BTC",10,50,201,10065
1753403471213,"BTC",12,61,245,12269
1753399871213,"BTC",10,50,202,10147
1753396271213,"BTC",11,56,226,11305
1753392671213,"BTC",8,41,164,8237
1753389071213,"BTC",8,43,172,8638
1753385471213,"BTC",9,46,187,9379
1753381871213,"BTC",8,40,161,8083
1753378271213,"BTC",8,42,168,8446
1753374671213,"BTC",9,47,190,9542
1753371071213,"BTC",10,52,209,10473
1753367471213,"BTC",7,39,158,7906
1753363871213,"BTC",10,53,214,10724
1753360271213,"BTC",11,56,227,11379
1753356671213,"BTC",11,59,236,11802
1753353071213,"BTC",8,40,162,8107
1753349471213,"BTC",11,59,236,11811
1753345871213,"BTC",8,40,161,8063
1753342271213,"BTC",10,50,202,10123
1753338671213,"BTC",8,42,168,8434
1753335071213,"BTC",12,60,243,12195
1753331471213,"BTC",8,44,178,8948
1753327871213,"BTC",8,44,178,8903
1753324271213,"BTC",9,46,186,9333
1753320671213,"BTC",9,45,183,9186
1753317071213,"BTC",8,42,171,8591
1753313471213,"BTC",11,55,221,11074
1753309871213,"BTC",12,62,248,12436
1753306271213,"BTC",9,45,181,9069
1753302671213,"BTC",12,61,247,12372
1753299071213,"BTC",9,47,190,9520
1753295471213,"BTC",9,45,183,9191
1753291871213,"BTC",7,38,155,7762
1753288271213,"BTC",9,48,193,9675
1753284671213,"BTC",11,57,229,11496
1753281071213,"BTC",10,51,207,10365
1753277471213,"BTC",9,45,181,9070
1753273871213,"BTC",10,52,211,10551
1753270271213,"BTC",8,40,163,8153
1753266671213,"BTC",11,56,224,11218
1753263071213,"BTC",12,60,241,12099
1753259471213,"BTC",8,42,171,8573
1753255871213,"BTC",10,50,203,10195
1753252271213,"BTC",11,58,233,11670
1753248671213,"BTC",9,45,180,9039
1753245071213,"BTC",9,49,198,9944
1753241471213,"BTC",12,62,248,12424
1753237871213,"BTC",12,61,245,12284
1753234271213,"BTC",10,50,203,10192
1753230671213,"BTC",10,53,213,10680
1753227071213,"BTC",8,42,170,8504
1753223471213,"BTC",12,60,241,12060
1753219871213,"BTC",8,41,167,8376
1753216271213,"BTC",8,41,167,8360
1753212671213,"BTC",9,46,185,9292
1753209071213,"BTC",11,55,220,11048
1753205471213,"BTC",7,38,153,7694
1753201871213,"BTC",8,40,163,8188
1753198271213,"BTC",10,53,215,10793
1753194671213,"BTC",9,47,189,9493
1753191071213,"BTC",10,50,201,10072
1753187471213,"BTC",10,54,217,10854
1753183871213,"BTC",8,40,161,8071
1753180271213,"BTC",9,47,188,9431
1753176671213,"BTC",8,40,162,8145
1753173071213,"BTC",9,48,192,9632
1753169471213,"BTC",11,56,224,11236
1753165871213,"BTC",11,55,221,11075
1753162271213,"BTC",10,54,218,10938
1753158671213,"BTC",8,41,164,8217
1753155071213,"BTC",10,52,209,10454
1753151471213,"BTC",9,48,195,9775
1753147871213,"BTC",10,54,218,10911
1753144271213,"BTC",8,42,170,8529
1753140671213,"BTC",10,52,209,10492
1753137071213,"BTC",9,47,188,9436
1753133471213,"BTC",12,61,244,12229
1753129871213,"BTC",8,44,176,8822
1753126271213,"BTC",12,60,240,12014
1753122671213,"BTC",9,46,187,9379
1753119071213,"BTC",9,47,188,9418
1753115471213,"BTC",8,43,175,8783
1753111871213,"BTC",10,52,211,10575
1753108271213,"BTC",8,44,177,8884
1753104671213,"BTC",10,53,215,10765
1753101071213,"BTC",12,60,242,12144
1753097471213,"BTC",11,58,232,11626
1753093871213,"BTC",7,38,154,7747
1753090271213,"BTC",8,42,171,8560
1753086671213,"BTC",10,50,200,10005
1753083071213,"BTC",11,57,230,11512
1753079471213,"BTC",7,38,153,7659
1753075871213,"BTC",9,48,195,9788
1753072271213,"BTC",10,52,208,10449
1753068671213,"BTC",11,55,220,11022
1753065071213,"BTC",10,51,204,10214
1753061471213,"BTC",8,44,176,8816
1753057871213,"BTC",12,62,248,12417
1753054271213,"BTC",8,44,178,8915
1753050671213,"BTC",11,55,222,11116
1753047071213,"BTC",12,62,248,12413
1753043471213,"BTC",11,55,220,11006
1753039871213,"BTC",9,48,192,9621
1753036271213,"BTC",8,40,163,8175
1753032671213,"BTC",12,60,242,12136
1753029071213,"BTC",9,48,194,9715
1753025471213,"BTC",8,42,170,8514
1753021871213,"BTC",9,48,195,9785
1753018271213,"BTC",9,46,187,9379
1753014671213,"BTC",8,40,160,8040
1753011071213,"BTC",10,50,201,10088
1753007471213,"BTC",9,48,195,9785
1753003871213,"BTC",11,56,225,11265
1753000271213,"BTC",10,51,207,10367
1752996671213,"BTC",11,57,228,11404
1752993071213,"BTC",9,45,182,9145
1752989471213,"BTC",8,42,171,8572
1752985871213,"BTC",12,61,247,12357
1752982271213,"BTC",12,61,247,12368
1752978671213,"BTC",7,37,150,7502
1752975071213,"BTC",10,50,201,10082
1752971471213,"BTC",8,43,172,8636
1752967871213,"BTC",9,48,193,9671
1752964271213,"BTC",8,41,164,8210
1752960671213,"BTC",7,39,156,7830
1752957071213,"BTC",10,52,210,10518
1752953471213,"BTC",8,43,172,8637
1752949871213,"BTC",8,42,170,8536
1752946271213,"BTC",9,46,185,9269
1752942671213,"BTC",12,60,242,12106
1752939071213,"BTC",9,48,192,9601
1752935471213,"BTC",10,54,216,10837
1752931871213,"BTC",7,38,153,7651
1752928271213,"BTC",8,40,160,8020
1752924671213,"BTC",9,49,196,9847
1752921071213,"BTC",12,61,247,12350
1752917471213,"BTC",10,52,209,10479
1752913871213,"BTC",10,52,209,10465
1752910271213,"BTC",9,45,182,9139
1752906671213,"BTC",11,56,224,11213
1752903071213,"BTC",11,56,225,11254
1752899471213,"BTC",11,58,233,11673
1752895871213,"BTC",8,44,177,8870
1752892271213,"BTC",12,60,242,12142
1752888671213,"BTC",8,41,164,8233
1752885071213,"BTC",12,61,244,12237
1752881471213,"BTC",7,39,156,7831
1752877871213,"BTC",10,53,215,10761
1752874271213,"BTC",7,37,151,7573
1752870671213,"BTC",9,49,196,9837
1752867071213,"BTC",11,58,235,11765
1752863471213,"BTC",9,45,181,9053
1752859871213,"BTC",10,52,211,10576
1752856271213,"BTC",9,49,198,9913
1752852671213,"BTC",8,44,179,8975
1752849071213,"BTC",11,56,227,11355
1752845471213,"BTC",10,50,202,10145
1752841871213,"BTC",10,53,212,10603
1752838271213,"BTC",8,40,160,8044
1752834671213,"BTC",9,48,192,9642
1752831071213,"BTC",11,56,226,11317
1752827471213,"BTC",9,48,194,9745
1752823871213,"BTC",10,51,207,10354
1752820271213,"BTC",9,46,186,9326
1752816671213,"BTC",9,48,195,9771
1752813071213,"BTC",12,60,242,12115
1752809471213,"BTC",11,59,238,11943
1752805871213,"BTC",10,54,217,10870
1752802271213,"BTC",10,53,214,10708
1752798671213,"BTC",9,47,190,9531
1752795071213,"BTC",8,42,170,8548
1752791471213,"BTC",11,59,237,11853
1752787871213,"BTC",9,45,183,9165
1752784271213,"BTC",10,52,210,10530
1752780671213,"BTC",12,61,246,12342
1752777071213,"BTC",8,44,177,8875
1752773471213,"BTC",8,43,173,8688
1752769871213,"BTC",11,57,228,11417
1752766271213,"BTC",7,39,156,7840
1752762671213,"BTC",12,60,240,12018
1752759071213,"BTC",9,49,199,9982
1752755471213,"BTC",7,37,151,7557
1752751871213,"BTC",11,55,222,11138
1752748271213,"BTC",7,37,150,7545
1752744671213,"BTC",10,50,201,10099
1752741071213,"BTC",10,52,210,10502
1752737471213,"BTC",9,45,182,9137
1752733871213,"BTC",10,52,208,10425
1752730271213,"BTC",9,46,185,9274
1752726671213,"BTC",9,48,195,9762
1752723071213,"BTC",9,46,184,9209
1752719471213,"BTC",11,56,224,11214
1752715871213,"BTC",8,42,169,8496
1752712271213,"BTC",8,43,175,8756
1752708671213,"BTC",7,39,156,7844
1752705071213,"BTC",9,46,185,9279
1752701471213,"BTC",8,41,166,8339
1752697871213,"BTC",9,45,181,9074
1752694271213,"BTC",9,48,192,9648
1752690671213,"BTC",8,42,171,8577
1752687071213,"BTC",8,40,161,8063
1752683471213,"BTC",8,40,162,8141
1752679871213,"BTC",12,60,240,12010
1752676271213,"BTC",10,52,210,10545
1752672671213,"BTC",10,52,211,10562
1752669071213,"BTC",11,56,225,11295
1752665471213,"BTC",12,61,246,12349
1752661871213,"BTC",10,52,208,10421
1752658271213,"BTC",11,58,235,11779
1752654671213,"BTC",7,38,154,7731
1752651071213,"BTC",8,40,160,8036
1752647471213,"BTC",8,41,164,8221
1752643871213,"BTC",8,44,178,8944
1752640271213,"BTC",9,48,195,9758
1752636671213,"BTC",12,60,242,12115
1752633071213,"BTC",11,57,231,11584
1752629471213,"BTC",12,61,244,12207
1752625871213,"BTC",12,61,247,12365
1752622271213,"BTC",8,42,169,8483
1752618671213,"BTC",8,42,168,8433
1752615071213,"BTC",9,48,192,9649
1752611471213,"BTC",12,62,248,12411
1752607871213,"BTC",8,41,166,8323
1752604271213,"BTC",12,60,240,12007
1752600671213,"BTC",11,58,233,11672
1752597071213,"BTC",8,44,177,8884
1752593471213,"BTC",8,43,174,8733
1752589871213,"BTC",8,43,172,8604
1752586271213,"BTC",8,40,162,8140
1752582671213,"BTC",12,60,241,12068
1752579071213,"BTC",11,56,226,11315
1752575471213,"BTC",9,45,181,9072
1752571871213,"BTC",10,52,209,10494
1752568271213,"BTC",10,53,215,10751
1752564671213,"BTC",12,60,243,12171
1752561071213,"BTC",8,44,179,8970
1752557471213,"BTC",10,50,202,10100
1752553871213,"BTC",7,38,155,7778
1752550271213,"BTC",10,52,210,10520
1752546671213,"BTC",7,37,150,7528
1752543071213,"BTC",8,44,177,8851
1752539471213,"BTC",10,53,212,10631
1752535871213,"BTC",11,55,222,11100
1752532271213,"BTC",9,46,187,9366
1752528671213,"BTC",7,38,153,7679
1752525071213,"BTC",10,54,216,10820
1752521471213,"BTC",12,61,247,12360
1752517871213,"BTC",8,43,172,8634
1752514271213,"BTC",12,60,243,12196
1752510671213,"BTC",10,51,207,10365
1752507071213,"BTC",10,54,217,10891
1752503471213,"BTC",12,61,246,12300
1752499871213,"BTC",7,38,155,7773
1752496271213,"BTC",8,42,169,8450
1752492671213,"BTC",8,44,179,8964
1752489071213,"BTC",10,50,200,10009
1752485471213,"BTC",7,37,151,7590
1752481871213,"BTC",9,45,183,9178
1752478271213,"BTC",12,62,249,12466
1752474671213,"BTC",9,45,183,9175
1752471071213,"BTC",8,40,163,8159
1752467471213,"BTC",11,56,226,11322
1752463871213,"BTC",11,56,226,11322
1752460271213,"BTC",10,53,213,10651
1752456671213,"BTC",10,50,202,10123
1752453071213,"BTC",8,40,160,8043
1752449471213,"BTC",9,47,190,9535
1752445871213,"BTC",12,61,247,12392
1752442271213,"BTC",9,48,193,9677
1752438671213,"BTC",8,43,174,8734
1752435071213,"BTC",8,42,170,8507
1752431471213,"BTC",9,49,196,9829
1752427871213,"BTC",9,45,183,9171
1752424271213,"BTC",11,56,224,11241
1752420671213,"BTC",11,58,234,11730
1752417071213,"BTC",10,50,200,10023
1752413471213,"BTC",7,39,157,7884
1752409871213,"BTC",10,54,218,10936
1752406271213,"BTC",10,52,211,10599
1752402671213,"BTC",7,37,151,7563
1752399071213,"BTC",11,59,236,11807
1752395471213,"BTC",10,50,202,10143
1752391871213,"BTC",11,58,233,11666
1752388271213,"BTC",8,41,164,8248
1752384671213,"BTC",11,58,232,11616
1752381071213,"BTC",9,46,184,9212
1752377471213,"BTC",7,38,153,7676
1752373871213,"BTC",11,59,238,11944
1752370271213,"BTC",11,55,222,11143
1752366671213,"BTC",12,60,241,12090
1752363071213,"BTC",7,39,159,7966
1752359471213,"BTC",7,39,156,7817
1752355871213,"BTC",10,51,204,10222
1752352271213,"BTC",8,42,168,8416
1752348671213,"BTC",11,59,239,11984
1752345071213,"BTC",8,44,178,8928
1752341471213,"BTC",10,52,208,10418
1752337871213,"BTC",9,45,182,9134
1752334271213,"BTC",11,58,232,11639
1752330671213,"BTC",7,38,155,7770
1752327071213,"BTC",7,39,159,7955
1752323471213,"BTC",10,50,203,10190
1752319871213,"BTC",8,41,166,8310
1752316271213,"BTC",10,54,218,10927
1752312671213,"BTC",8,40,161,8099
1752309071213,"BTC",8,41,167,8377
1752305471213,"BTC",11,55,220,11033
1752301871213,"BTC",10,54,216,10826
1752298271213,"BTC",8,41,167,8371
1752294671213,"BTC",9,47,189,9457
1752291071213,"BTC",8,44,176,8824
1752287471213,"BTC",7,38,153,7671
1752283871213,"BTC",10,54,216,10828
1752280271213,"BTC",12,60,243,12181
1752276671213,"BTC",9,48,194,9723
1752273071213,"BTC",9,46,185,9261
1752269471213,"BTC",12,60,242,12134
1752265871213,"BTC",10,50,203,10157
1752262271213,"BTC",11,59,236,11808
1752258671213,"BTC",11,57,230,11508
1752255071213,"BTC",9,45,182,9127
1752251471213,"BTC",10,53,213,10686
1752247871213,"BTC",11,57,228,11448
1752244271213,"BTC",10,52,211,10581
1752240671213,"BTC",9,49,199,9970
1752237071213,"BTC",10,51,204,10218
1752233471213,"BTC",11,57,228,11421
1752229871213,"BTC",9,48,195,9778
1752226271213,"BTC",10,51,207,10355
1752222671213,"BTC",11,56,225,11282
1752219071213,"BTC",12,61,247,12358
1752215471213,"BTC",10,50,201,10092
1752211871213,"BTC",10,54,218,10920
1752208271213,"BTC",10,52,210,10531
1752204671213,"BTC",10,51,204,10218
1752201071213,"BTC",9,47,188,9438
1752197471213,"BTC",10,53,213,10652
1752193871213,"BTC",9,45,183,9183
1752190271213,"BTC",8,42,170,8508
1752186671213,"BTC",10,53,215,10754
1752183071213,"BTC",9,48,194,9735
1752179471213,"BTC",11,57,231,11589
1752175871213,"BTC",9,48,192,9604
1752172271213,"BTC",11,56,224,11246
1752168671213,"BTC",11,55,222,11111
1752165071213,"BTC",9,49,197,9884
1752161471213,"BTC",8,43,174,8736
1752157871213,"BTC",10,54,218,10906
1752154271213,"BTC",11,59,238,11903
1752150671213,"BTC",10,53,215,10771
1752147071213,"BTC",10,51,206,10333
1752143471213,"BTC",11,57,228,11447
1752139871213,"BTC",10,50,203,10159
1752136271213,"BTC",8,40,162,8103
1752132671213,"BTC",10,54,219,10988
1752129071213,"BTC",11,57,229,11478
1752125471213,"BTC",9,47,190,9512
1752121871213,"BTC",10,54,217,10850
1752118271213,"BTC",10,50,201,10075
1752114671213,"BTC",11,59,239,11954
1752111071213,"BTC",8,44,177,8880
1752107471213,"BTC",10,53,215,10778
1752103871213,"BTC",7,38,154,7729
1752100271213,"BTC",10,52,209,10497
1752096671213,"BTC",11,55,221,11069
1752093071213,"BTC",12,62,248,12409
1752089471213,"BTC",11,57,231,11552
