timestamp,symbol,whale_transfers,large_tx_count,exchange_flows,active_addresses
1754148671213,"SOL",4,20,82,4145
1754145071213,"SOL",3,19,76,3832
1754141471213,"SOL",4,20,83,4160
1754137871213,"SOL",4,23,95,4751
1754134271213,"SOL",4,21,87,4367
1754130671213,"SOL",5,26,107,5373
1754127071213,"SOL",5,26,105,5264
1754123471213,"SOL",4,23,93,4679
1754119871213,"SOL",3,18,75,3772
1754116271213,"SOL",4,23,95,4774
1754112671213,"SOL",5,28,113,5696
1754109071213,"SOL",5,28,115,5768
1754105471213,"SOL",5,25,103,5190
1754101871213,"SOL",5,26,107,5373
1754098271213,"SOL",6,30,121,6075
1754094671213,"SOL",5,25,101,5066
1754091071213,"SOL",4,24,99,4969
1754087471213,"SOL",4,23,93,4697
1754083871213,"SOL",5,27,108,5441
1754080271213,"SOL",6,30,122,6125
1754076671213,"SOL",4,23,95,4776
1754073071213,"SOL",4,23,93,4688
1754069471213,"SOL",5,29,116,5814
1754065871213,"SOL",4,24,98,4903
1754062271213,"SOL",5,25,102,5116
1754058671213,"SOL",5,27,109,5478
1754055071213,"SOL",3,19,78,3928
1754051471213,"SOL",4,20,82,4110
1754047871213,"SOL",6,30,121,6074
1754044271213,"SOL",3,19,77,3870
1754040671213,"SOL",6,30,121,6077
1754037071213,"SOL",4,23,94,4703
1754033471213,"SOL",4,22,89,4497
1754029871213,"SOL",4,23,95,4782
1754026271213,"SOL",5,29,116,5826
1754022671213,"SOL",4,20,80,4012
1754019071213,"SOL",3,19,79,3984
1754015471213,"SOL",4,20,81,4057
1754011871213,"SOL",4,21,85,4295
1754008271213,"SOL",4,20,83,4160
1754004671213,"SOL",3,19,76,3826
1754001071213,"SOL",5,28,112,5638
1753997471213,"SOL",5,26,106,5338
1753993871213,"SOL",4,21,85,4279
1753990271213,"SOL",3,19,76,3828
1753986671213,"SOL",4,23,92,4644
1753983071213,"SOL",6,30,121,6060
1753979471213,"SOL",4,24,99,4956
1753975871213,"SOL",5,27,108,5430
1753972271213,"SOL",5,28,112,5643
1753968671213,"SOL",4,23,95,4751
1753965071213,"SOL",4,21,87,4354
1753961471213,"SOL",4,21,86,4319
1753957871213,"SOL",5,27,108,5417
1753954271213,"SOL",5,25,100,5035
1753950671213,"SOL",4,23,94,4717
1753947071213,"SOL",5,25,100,5020
1753943471213,"SOL",5,27,109,5483
1753939871213,"SOL",5,29,119,5977
1753936271213,"SOL",4,23,92,4619
1753932671213,"SOL",4,20,83,4180
1753929071213,"SOL",4,21,85,4295
1753925471213,"SOL",4,24,96,4819
1753921871213,"SOL",5,25,102,5108
1753918271213,"SOL",4,23,92,4649
1753914671213,"SOL",4,22,88,4412
1753911071213,"SOL",4,22,90,4512
1753907471213,"SOL",4,20,82,4119
1753903871213,"SOL",5,27,110,5502
1753900271213,"SOL",6,30,121,6082
1753896671213,"SOL",5,28,113,5681
1753893071213,"SOL",5,27,110,5513
1753889471213,"SOL",3,18,75,3799
1753885871213,"SOL",6,30,121,6077
1753882271213,"SOL",4,23,93,4672
1753878671213,"SOL",4,20,83,4175
1753875071213,"SOL",3,19,79,3974
1753871471213,"SOL",4,21,86,4312
1753867871213,"SOL",3,19,77,3878
1753864271213,"SOL",4,23,93,4694
1753860671213,"SOL",4,21,84,4212
1753857071213,"SOL",6,31,124,6209
1753853471213,"SOL",4,20,82,4136
1753849871213,"SOL",4,23,92,4640
1753846271213,"SOL",4,21,86,4332
1753842671213,"SOL",4,21,85,4264
1753839071213,"SOL",4,24,99,4981
1753835471213,"SOL",5,26,107,5367
1753831871213,"SOL",5,27,108,5432
1753828271213,"SOL",4,24,97,4898
1753824671213,"SOL",3,19,78,3944
1753821071213,"SOL",5,25,100,5032
1753817471213,"SOL",5,27,108,5405
1753813871213,"SOL",4,22,89,4491
1753810271213,"SOL",4,21,85,4294
1753806671213,"SOL",5,28,112,5628
1753803071213,"SOL",5,27,109,5497
1753799471213,"SOL",4,23,93,4667
1753795871213,"SOL",5,27,109,5468
1753792271213,"SOL",4,23,93,4676
1753788671213,"SOL",3,18,75,3782
1753785071213,"SOL",5,28,115,5751
1753781471213,"SOL",3,19,78,3907
1753777871213,"SOL",4,23,92,4602
1753774271213,"SOL",3,19,78,3935
1753770671213,"SOL",4,22,91,4561
1753767071213,"SOL",6,30,123,6155
1753763471213,"SOL",5,26,105,5250
1753759871213,"SOL",4,21,86,4330
1753756271213,"SOL",5,25,102,5105
1753752671213,"SOL",6,30,121,6066
1753749071213,"SOL",5,27,110,5507
1753745471213,"SOL",4,21,85,4295
1753741871213,"SOL",4,20,81,4055
1753738271213,"SOL",5,29,116,5809
1753734671213,"SOL",6,30,121,6074
1753731071213,"SOL",5,25,102,5110
1753727471213,"SOL",6,30,120,6000
1753723871213,"SOL",5,29,119,5962
1753720271213,"SOL",4,24,97,4879
1753716671213,"SOL",5,25,101,5075
1753713071213,"SOL",4,20,82,4119
1753709471213,"SOL",4,24,96,4846
1753705871213,"SOL",4,20,82,4139
1753702271213,"SOL",4,21,86,4312
1753698671213,"SOL",4,21,85,4261
1753695071213,"SOL",3,19,76,3812
1753691471213,"SOL",6,30,123,6173
1753687871213,"SOL",3,19,77,3878
1753684271213,"SOL",5,25,100,5011
1753680671213,"SOL",4,23,94,4737
1753677071213,"SOL",6,30,121,6076
1753673471213,"SOL",5,28,113,5657
1753669871213,"SOL",4,23,92,4644
1753666271213,"SOL",3,18,75,3756
1753662671213,"SOL",4,21,84,4207
1753659071213,"SOL",5,28,115,5760
1753655471213,"SOL",4,20,80,4008
1753651871213,"SOL",4,22,88,4415
1753648271213,"SOL",4,20,82,4124
1753644671213,"SOL",5,25,103,5155
1753641071213,"SOL",5,29,116,5816
1753637471213,"SOL",3,19,78,3933
1753633871213,"SOL",5,25,103,5188
1753630271213,"SOL",4,22,89,4498
1753626671213,"SOL",5,25,102,5138
1753623071213,"SOL",4,24,96,4804
1753619471213,"SOL",4,24,96,4818
1753615871213,"SOL",5,29,118,5946
1753612271213,"SOL",5,25,100,5013
1753608671213,"SOL",4,24,98,4908
1753605071213,"SOL",5,29,117,5886
1753601471213,"SOL",4,22,90,4522
1753597871213,"SOL",5,29,119,5963
1753594271213,"SOL",3,19,79,3962
1753590671213,"SOL",5,26,105,5286
1753587071213,"SOL",5,27,111,5560
1753583471213,"SOL",3,19,77,3871
1753579871213,"SOL",5,26,106,5318
1753576271213,"SOL",5,27,108,5426
1753572671213,"SOL",3,19,76,3823
1753569071213,"SOL",5,27,110,5545
1753565471213,"SOL",5,29,116,5801
1753561871213,"SOL",4,24,96,4847
1753558271213,"SOL",5,27,108,5418
1753554671213,"SOL",3,18,75,3784
1753551071213,"SOL",5,25,101,5095
1753547471213,"SOL",5,26,105,5269
1753543871213,"SOL",5,29,116,5817
1753540271213,"SOL",3,19,76,3813
1753536671213,"SOL",4,20,83,4175
1753533071213,"SOL",5,29,116,5824
1753529471213,"SOL",5,27,108,5442
1753525871213,"SOL",4,24,98,4949
1753522271213,"SOL",3,19,79,3953
1753518671213,"SOL",6,30,120,6030
1753515071213,"SOL",4,20,82,4119
1753511471213,"SOL",4,23,95,4761
1753507871213,"SOL",3,19,78,3909
1753504271213,"SOL",6,30,121,6084
1753500671213,"SOL",6,30,122,6118
1753497071213,"SOL",4,20,82,4125
1753493471213,"SOL",5,29,119,5969
1753489871213,"SOL",4,24,98,4905
1753486271213,"SOL",3,19,77,3853
1753482671213,"SOL",5,29,118,5917
1753479071213,"SOL",5,25,100,5042
1753475471213,"SOL",4,23,94,4731
1753471871213,"SOL",5,26,107,5375
1753468271213,"SOL",5,25,100,5013
1753464671213,"SOL",5,26,107,5376
1753461071213,"SOL",5,28,115,5753
1753457471213,"SOL",5,25,100,5001
1753453871213,"SOL",4,23,93,4667
1753450271213,"SOL",6,30,121,6095
1753446671213,"SOL",6,30,123,6150
1753443071213,"SOL",4,23,94,4739
1753439471213,"SOL",3,19,76,3813
1753435871213,"SOL",5,27,110,5538
1753432271213,"SOL",6,30,121,6083
1753428671213,"SOL",6,31,124,6206
1753425071213,"SOL",4,21,84,4231
1753421471213,"SOL",5,27,110,5532
1753417871213,"SOL",4,22,88,4447
1753414271213,"SOL",5,26,104,5205
1753410671213,"SOL",6,30,120,6035
1753407071213,"SOL",3,19,76,3838
1753403471213,"SOL",4,22,91,4577
1753399871213,"SOL",5,26,105,5273
1753396271213,"SOL",5,25,101,5084
1753392671213,"SOL",6,30,121,6092
1753389071213,"SOL",5,25,103,5172
1753385471213,"SOL",4,20,81,4064
1753381871213,"SOL",5,27,108,5404
1753378271213,"SOL",4,24,97,4868
1753374671213,"SOL",6,30,122,6119
1753371071213,"SOL",5,28,115,5786
1753367471213,"SOL",3,18,75,3779
1753363871213,"SOL",4,21,85,4290
1753360271213,"SOL",5,28,115,5794
1753356671213,"SOL",3,19,76,3832
1753353071213,"SOL",5,25,103,5188
1753349471213,"SOL",4,21,85,4258
1753345871213,"SOL",3,19,77,3853
1753342271213,"SOL",5,26,106,5306
1753338671213,"SOL",3,18,75,3762
1753335071213,"SOL",4,20,80,4020
1753331471213,"SOL",6,30,120,6045
1753327871213,"SOL",4,24,96,4822
1753324271213,"SOL",5,26,105,5280
1753320671213,"SOL",4,24,98,4920
1753317071213,"SOL",5,29,116,5841
1753313471213,"SOL",5,26,106,5305
1753309871213,"SOL",6,30,120,6034
1753306271213,"SOL",4,21,87,4350
1753302671213,"SOL",5,29,116,5803
1753299071213,"SOL",5,29,116,5820
1753295471213,"SOL",4,20,80,4007
1753291871213,"SOL",5,25,101,5069
1753288271213,"SOL",4,23,93,4680
1753284671213,"SOL",5,28,114,5732
1753281071213,"SOL",4,23,95,4791
1753277471213,"SOL",4,21,84,4215
1753273871213,"SOL",4,22,88,4404
1753270271213,"SOL",4,21,85,4265
1753266671213,"SOL",4,22,91,4583
1753263071213,"SOL",4,20,82,4107
1753259471213,"SOL",5,28,115,5766
1753255871213,"SOL",5,26,105,5256
1753252271213,"SOL",4,23,95,4788
1753248671213,"SOL",5,25,103,5179
1753245071213,"SOL",4,24,97,4869
1753241471213,"SOL",5,27,108,5421
1753237871213,"SOL",4,24,97,4865
1753234271213,"SOL",4,22,88,4407
1753230671213,"SOL",4,24,96,4818
1753227071213,"SOL",4,21,87,4350
1753223471213,"SOL",4,22,91,4578
1753219871213,"SOL",3,19,77,3871
1753216271213,"SOL",4,22,89,4492
1753212671213,"SOL",5,25,100,5037
1753209071213,"SOL",5,28,114,5708
1753205471213,"SOL",4,21,87,4368
1753201871213,"SOL",5,27,109,5471
1753198271213,"SOL",4,22,91,4589
1753194671213,"SOL",5,26,107,5383
1753191071213,"SOL",3,18,75,3762
1753187471213,"SOL",5,28,113,5678
1753183871213,"SOL",4,24,98,4925
1753180271213,"SOL",5,29,116,5812
1753176671213,"SOL",4,21,84,4226
1753173071213,"SOL",5,25,100,5048
1753169471213,"SOL",3,19,76,3839
1753165871213,"SOL",4,24,97,4860
1753162271213,"SOL",3,18,75,3798
1753158671213,"SOL",6,30,120,6043
1753155071213,"SOL",4,22,90,4508
1753151471213,"SOL",4,24,96,4846
1753147871213,"SOL",4,24,98,4914
1753144271213,"SOL",4,24,96,4828
1753140671213,"SOL",4,23,92,4618
1753137071213,"SOL",4,21,87,4359
1753133471213,"SOL",4,22,89,4462
1753129871213,"SOL",4,22,91,4597
1753126271213,"SOL",5,28,115,5783
1753122671213,"SOL",4,24,99,4988
1753119071213,"SOL",5,29,116,5800
1753115471213,"SOL",5,29,119,5975
1753111871213,"SOL",4,20,83,4164
1753108271213,"SOL",4,23,93,4650
1753104671213,"SOL",5,26,105,5286
1753101071213,"SOL",5,27,111,5592
1753097471213,"SOL",3,19,78,3914
1753093871213,"SOL",5,26,106,5329
1753090271213,"SOL",5,25,100,5025
1753086671213,"SOL",4,23,94,4739
1753083071213,"SOL",6,30,122,6131
1753079471213,"SOL",5,27,108,5417
1753075871213,"SOL",6,30,123,6167
1753072271213,"SOL",5,27,110,5536
1753068671213,"SOL",5,29,118,5923
1753065071213,"SOL",6,30,121,6068
1753061471213,"SOL",4,21,87,4379
1753057871213,"SOL",5,27,108,5409
1753054271213,"SOL",5,27,110,5517
1753050671213,"SOL",4,20,82,4130
1753047071213,"SOL",5,27,109,5498
1753043471213,"SOL",6,31,124,6228
1753039871213,"SOL",3,19,78,3904
1753036271213,"SOL",5,25,103,5164
1753032671213,"SOL",4,21,86,4347
1753029071213,"SOL",5,29,118,5922
1753025471213,"SOL",5,28,115,5778
1753021871213,"SOL",5,29,116,5811
1753018271213,"SOL",4,23,94,4706
1753014671213,"SOL",4,21,84,4234
1753011071213,"SOL",4,21,85,4276
1753007471213,"SOL",3,19,77,3892
1753003871213,"SOL",3,19,76,3809
1753000271213,"SOL",5,26,105,5279
1752996671213,"SOL",4,20,83,4169
1752993071213,"SOL",5,28,112,5617
1752989471213,"SOL",3,19,78,3910
1752985871213,"SOL",5,29,117,5868
1752982271213,"SOL",4,21,86,4309
1752978671213,"SOL",3,18,75,3752
1752975071213,"SOL",4,24,99,4988
1752971471213,"SOL",4,23,93,4651
1752967871213,"SOL",4,20,81,4079
1752964271213,"SOL",4,21,87,4351
1752960671213,"SOL",4,23,92,4620
1752957071213,"SOL",5,29,117,5886
1752953471213,"SOL",5,25,101,5069
1752949871213,"SOL",5,25,100,5021
1752946271213,"SOL",6,30,120,6045
1752942671213,"SOL",4,20,83,4184
1752939071213,"SOL",3,19,79,3972
1752935471213,"SOL",5,26,104,5210
1752931871213,"SOL",5,29,118,5905
1752928271213,"SOL",4,21,85,4278
1752924671213,"SOL",4,22,91,4586
1752921071213,"SOL",5,29,119,5960
1752917471213,"SOL",4,20,81,4087
1752913871213,"SOL",5,25,103,5172
1752910271213,"SOL",6,31,124,6215
1752906671213,"SOL",5,27,108,5439
1752903071213,"SOL",4,23,93,4654
1752899471213,"SOL",4,20,82,4109
1752895871213,"SOL",3,19,78,3904
1752892271213,"SOL",4,20,80,4014
1752888671213,"SOL",4,24,99,4990
1752885071213,"SOL",4,23,92,4641
1752881471213,"SOL",5,25,100,5045
1752877871213,"SOL",4,23,94,4718
1752874271213,"SOL",5,29,117,5888
1752870671213,"SOL",3,19,77,3874
1752867071213,"SOL",5,26,105,5252
1752863471213,"SOL",4,24,99,4955
1752859871213,"SOL",3,19,77,3862
1752856271213,"SOL",4,21,84,4237
1752852671213,"SOL",4,22,91,4551
1752849071213,"SOL",5,27,108,5438
1752845471213,"SOL",5,26,106,5314
1752841871213,"SOL",4,24,99,4977
1752838271213,"SOL",5,29,119,5961
1752834671213,"SOL",5,25,103,5153
1752831071213,"SOL",5,29,117,5888
1752827471213,"SOL",5,27,111,5580
1752823871213,"SOL",5,28,115,5795
1752820271213,"SOL",4,22,88,4401
1752816671213,"SOL",4,23,94,4741
1752813071213,"SOL",5,25,100,5034
1752809471213,"SOL",5,29,117,5864
1752805871213,"SOL",5,28,115,5771
1752802271213,"SOL",5,29,119,5961
1752798671213,"SOL",5,27,111,5570
1752795071213,"SOL",5,29,117,5866
1752791471213,"SOL",4,23,95,4750
1752787871213,"SOL",5,26,105,5269
1752784271213,"SOL",6,30,122,6117
1752780671213,"SOL",4,23,95,4789
1752777071213,"SOL",4,24,96,4841
1752773471213,"SOL",5,26,107,5391
1752769871213,"SOL",4,20,81,4070
1752766271213,"SOL",3,18,75,3784
1752762671213,"SOL",5,25,103,5184
1752759071213,"SOL",4,24,96,4819
1752755471213,"SOL",5,25,101,5054
1752751871213,"SOL",4,21,86,4326
1752748271213,"SOL",5,29,116,5815
1752744671213,"SOL",5,26,107,5373
1752741071213,"SOL",5,29,116,5848
1752737471213,"SOL",6,31,124,6226
1752733871213,"SOL",4,21,86,4345
1752730271213,"SOL",5,27,109,5487
1752726671213,"SOL",4,22,91,4596
1752723071213,"SOL",3,19,79,3994
1752719471213,"SOL",3,19,77,3880
1752715871213,"SOL",3,19,77,3872
1752712271213,"SOL",4,23,94,4703
1752708671213,"SOL",5,28,114,5745
1752705071213,"SOL",4,21,86,4301
1752701471213,"SOL",5,27,108,5407
1752697871213,"SOL",4,22,91,4560
1752694271213,"SOL",5,28,113,5696
1752690671213,"SOL",4,22,88,4443
1752687071213,"SOL",5,29,117,5897
1752683471213,"SOL",4,24,96,4832
1752679871213,"SOL",4,20,80,4019
1752676271213,"SOL",6,31,124,6220
1752672671213,"SOL",5,25,100,5020
1752669071213,"SOL",4,21,86,4305
1752665471213,"SOL",4,21,86,4336
1752661871213,"SOL",5,29,116,5837
1752658271213,"SOL",4,22,91,4566
1752654671213,"SOL",6,30,122,6147
1752651071213,"SOL",4,24,99,4979
1752647471213,"SOL",6,31,124,6236
1752643871213,"SOL",5,27,109,5495
1752640271213,"SOL",6,30,123,6167
1752636671213,"SOL",4,23,95,4798
1752633071213,"SOL",5,27,109,5498
1752629471213,"SOL",4,23,94,4722
1752625871213,"SOL",4,20,80,4002
1752622271213,"SOL",5,25,103,5151
1752618671213,"SOL",3,19,77,3890
1752615071213,"SOL",5,27,109,5456
1752611471213,"SOL",4,21,87,4399
1752607871213,"SOL",5,25,103,5193
1752604271213,"SOL",4,24,98,4929
1752600671213,"SOL",5,28,114,5729
1752597071213,"SOL",5,28,112,5606
1752593471213,"SOL",4,22,91,4550
1752589871213,"SOL",5,28,114,5725
1752586271213,"SOL",4,20,83,4177
1752582671213,"SOL",5,26,104,5222
1752579071213,"SOL",6,30,122,6136
1752575471213,"SOL",5,26,107,5371
1752571871213,"SOL",5,25,102,5134
1752568271213,"SOL",5,26,105,5275
1752564671213,"SOL",4,20,80,4033
1752561071213,"SOL",4,23,94,4717
1752557471213,"SOL",4,21,84,4248
1752553871213,"SOL",5,25,101,5086
1752550271213,"SOL",5,26,106,5312
1752546671213,"SOL",5,27,111,5581
1752543071213,"SOL",5,25,102,5108
1752539471213,"SOL",4,24,97,4889
1752535871213,"SOL",6,30,120,6022
1752532271213,"SOL",3,19,77,3872
1752528671213,"SOL",3,19,77,3854
1752525071213,"SOL",4,24,96,4827
1752521471213,"SOL",5,27,111,5564
1752517871213,"SOL",4,21,85,4296
1752514271213,"SOL",4,22,88,4427
1752510671213,"SOL",3,19,77,3884
1752507071213,"SOL",4,20,83,4199
1752503471213,"SOL",5,26,107,5399
1752499871213,"SOL",4,23,92,4625
1752496271213,"SOL",5,25,100,5048
1752492671213,"SOL",5,25,103,5183
1752489071213,"SOL",4,20,80,4012
1752485471213,"SOL",4,24,99,4992
1752481871213,"SOL",4,21,85,4255
1752478271213,"SOL",5,26,106,5340
1752474671213,"SOL",5,27,108,5427
1752471071213,"SOL",4,22,91,4581
1752467471213,"SOL",6,30,121,6061
1752463871213,"SOL",5,28,115,5775
1752460271213,"SOL",5,26,105,5285
1752456671213,"SOL",6,30,122,6121
1752453071213,"SOL",4,23,93,4663
1752449471213,"SOL",5,25,103,5159
1752445871213,"SOL",5,28,113,5698
1752442271213,"SOL",4,20,83,4156
1752438671213,"SOL",4,23,94,4715
1752435071213,"SOL",5,27,108,5435
1752431471213,"SOL",4,23,92,4607
1752427871213,"SOL",4,21,85,4286
1752424271213,"SOL",4,23,94,4701
1752420671213,"SOL",5,29,116,5847
1752417071213,"SOL",4,21,84,4229
1752413471213,"SOL",5,27,109,5451
1752409871213,"SOL",3,18,75,3751
1752406271213,"SOL",4,24,99,4994
1752402671213,"SOL",4,23,93,4689
1752399071213,"SOL",6,30,123,6166
1752395471213,"SOL",4,20,83,4172
1752391871213,"SOL",4,24,97,4880
1752388271213,"SOL",4,21,85,4285
1752384671213,"SOL",4,20,82,4115
1752381071213,"SOL",3,19,76,3808
1752377471213,"SOL",5,28,115,5798
1752373871213,"SOL",5,27,110,5549
1752370271213,"SOL",6,31,124,6227
1752366671213,"SOL",4,21,84,4215
1752363071213,"SOL",5,27,110,5505
1752359471213,"SOL",5,29,116,5820
1752355871213,"SOL",4,22,91,4573
1752352271213,"SOL",5,27,111,5592
1752348671213,"SOL",4,21,84,4200
1752345071213,"SOL",5,28,115,5760
1752341471213,"SOL",6,30,123,6155
1752337871213,"SOL",5,25,103,5192
1752334271213,"SOL",6,30,121,6068
1752330671213,"SOL",4,24,96,4827
1752327071213,"SOL",4,20,81,4094
1752323471213,"SOL",4,20,82,4140
1752319871213,"SOL",5,29,118,5912
1752316271213,"SOL",3,19,77,3870
1752312671213,"SOL",5,28,115,5797
1752309071213,"SOL",5,25,102,5100
1752305471213,"SOL",5,26,105,5285
1752301871213,"SOL",5,27,111,5594
1752298271213,"SOL",5,27,110,5530
1752294671213,"SOL",5,29,119,5959
1752291071213,"SOL",5,25,100,5015
1752287471213,"SOL",4,23,94,4715
1752283871213,"SOL",5,29,119,5963
1752280271213,"SOL",5,27,110,5517
1752276671213,"SOL",4,22,89,4495
1752273071213,"SOL",3,18,75,3797
1752269471213,"SOL",4,22,89,4473
1752265871213,"SOL",3,19,79,3975
1752262271213,"SOL",4,22,90,4535
1752258671213,"SOL",5,28,115,5768
1752255071213,"SOL",5,27,109,5456
1752251471213,"SOL",5,28,113,5675
1752247871213,"SOL",4,20,83,4185
1752244271213,"SOL",4,22,90,4528
1752240671213,"SOL",5,28,113,5675
1752237071213,"SOL",5,26,106,5321
1752233471213,"SOL",4,22,90,4540
1752229871213,"SOL",5,28,114,5712
1752226271213,"SOL",4,22,91,4554
1752222671213,"SOL",5,26,104,5236
1752219071213,"SOL",4,20,83,4153
1752215471213,"SOL",4,22,89,4469
1752211871213,"SOL",4,24,97,4893
1752208271213,"SOL",4,24,97,4886
1752204671213,"SOL",5,29,117,5853
1752201071213,"SOL",5,27,109,5472
1752197471213,"SOL",5,25,101,5076
1752193871213,"SOL",4,24,96,4819
1752190271213,"SOL",4,24,97,4877
1752186671213,"SOL",3,19,78,3917
1752183071213,"SOL",4,20,83,4167
1752179471213,"SOL",5,26,104,5216
1752175871213,"SOL",4,22,90,4515
1752172271213,"SOL",4,23,95,4788
1752168671213,"SOL",6,30,122,6116
1752165071213,"SOL",3,19,78,3905
1752161471213,"SOL",4,24,98,4904
1752157871213,"SOL",4,21,87,4351
1752154271213,"SOL",4,24,97,4883
1752150671213,"SOL",4,22,88,4423
1752147071213,"SOL",4,24,98,4900
1752143471213,"SOL",4,20,82,4130
1752139871213,"SOL",5,27,111,5599
1752136271213,"SOL",3,19,79,3999
1752132671213,"SOL",5,26,107,5366
1752129071213,"SOL",5,27,111,5561
1752125471213,"SOL",6,30,121,6059
1752121871213,"SOL",5,26,107,5358
1752118271213,"SOL",5,26,107,5352
1752114671213,"SOL",4,23,92,4614
1752111071213,"SOL",3,18,75,3761
1752107471213,"SOL",3,19,79,3977
1752103871213,"SOL",4,24,98,4910
1752100271213,"SOL",4,23,93,4688
1752096671213,"SOL",5,26,104,5240
1752093071213,"SOL",4,20,81,4060
1752089471213,"SOL",5,25,100,5032
